983.9	694.6	-500.5	-772.2	59	395.6	-238.5	764.4	
-151	-823.9	453.9	493	-570.1	822.4	-889.8	-738.7	
-352.4	302.2	634	-2.4	-348.6	454.4	914.5	280	
244.3	-675.4	879.8	-87.3	-970.1	-142.2	793.2	200.1	
-915.9	-275.4	-612.7	-891.3	961.6	-291.8	-268.9	253.5	
-336.3	-57	293.9	417	279.7	-555.1	-539.9	-262.6	
-465.1	-595.3	-47.1	-898.8	-140.8	431.9	872.6	-181	
933	-175.6	-74.5	860.7	91.2	-987.7	170.6	555.9	
-688.4	556.7	804.2	412.5	258.6	-436.7	841.4	822.4	
931.7	660.1	-742.6	-472.7	57.6	-252.4	-549.4	-439.3	
66.7	131.8	-718.5	560.3	746.4	934.2	554.7	-458.2	
260.1	-189.1	-803.4	683.1	-132	-246	-844.1	794.7	
659.2	417.1	799.2	-603.5	-260.2	-563.9	453.9	-503	
-577.9	425.2	-672.8	52.9	117	-721.8	-108.5	-277.3	
719.9	-636.2	-700.2	-399.4	35.5	-778.9	728	389.1	
565.3	-268.4	-529.9	-222.4	809.3	-614.9	230.6	-932	
41.3	130.2	208.8	-85.5	-196.9	453.8	471.6	-512.5	
139	-961.2	734	289	680.8	435.2	394.8	-13	
-858.6	-929.2	-895.8	-277.1	-430.2	172.8	-757.3	375.5	
713.9	-978.1	579.8	267.8	-922	577.3	899.4	514	
-310.1	-852.9	-521.9	353.7	16.6	-326.7	-701.5	-302.8	
-159.7	-424.6	-636.2	86.4	-907.3	416.7	321.7	192	
118.3	-33.1	-226	570.7	-977.6	-714.5	164.9	992.3	
46.1	-728.3	-286.3	617.4	-738.3	-104	-702.4	625.4	
-98.9	-326.1	844	859.8	652	770.3	-566.6	-15.2	
498.6	-977.3	-708.6	-725.2	493.7	301.3	493.3	746.8	
-111	427	-864.5	-209	948	-572	-52.8	-864.1	
-30.4	-860.2	617.2	165.4	172.4	-616.1	41.6	-575.5	
-611.8	-935.8	600.6	272.1	561.5	-532	-543.9	175	
-180.1	-5.8	42.6	343.4	-508.4	828.2	448.3	-968	
867.7	464.5	-0.6	-371.2	-392.5	-899.5	-848.6	-103	
-966.4	-676	-140.5	977.7	-814.1	-935.5	-457	-386.5	
-140	-105.7	-499.7	-249.2	-386.5	-125.2	-303.8	509.7	
-614.9	-815	619.1	985.5	-532.6	487.6	-263.2	265.1	
-370.9	-440.2	-338.2	-679.2	-238.5	172	731.6	-924.7	
677.4	-455.4	-503.8	297.8	263.1	-219.4	-55.7	464.4	
-266.7	660	-960.1	-711	490	234.3	-440.4	-817.2	
802.5	-590.8	-761	911.7	-608.8	648.2	-664.6	974.1	
-135.6	394.9	553.2	562.4	-930.3	525.1	-971.4	-776.8	
313.7	-174	591.4	453.9	-919.8	171.5	134.9	-881.9	
527.3	258.5	538.5	254.1	758.6	-175.4	-759.4	78.5	
-266.9	726.8	513.5	-821.1	754.2	740.3	25.5	520.1	
856.8	7.7	553.5	-280.9	605.4	53.8	552.6	840.3	
-552.7	990.5	-684.5	779.3	-965.6	-12.7	-391.2	798.9	
243	-959.8	-473.2	-224	-361.6	560.7	-168.6	107.1	
59.8	-806.4	-824.6	56.7	801.8	-117.8	-462.4	392.4	
407.1	533.5	322.5	928	-106.8	568.8	146	140.8	
322.9	-847.9	-905	723.6	332.6	-793.8	623.1	957.3	
831.6	530.7	869.5	773.4	-464.4	-451.9	-677.2	-14.1	
234.7	-41.3	524	-425.8	-963.4	650.1	346.4	305.3	
899	938.7	217.8	303.6	989.1	-599.1	858.4	-872.9	
134	-748.4	520	-117.2	263.7	560.5	-57.3	214.1	
-128.2	237.5	927.8	-932.5	-717.3	-857.6	-386.6	809.8	
-980.6	-567.1	-40.3	978.6	158	-887.4	-189.1	233.8	
-200.6	984.4	-643.1	-794.7	285.5	-986.2	637.9	235	
437.1	-443.5	-964.4	-655.9	796.6	-468.3	-961.4	-864	
304.1	-740	-4.7	-728	-349.6	298.8	-132.5	-641.1	
-643.5	244.1	804.4	221.4	439	930.3	-682.8	17.4	
164.9	-109.9	873.9	-805	200.1	-372.5	217	494.7	
-936.8	48.1	886.1	510.7	-319.9	187.2	-632.8	-738.3	
-766.2	424.9	-711.8	-680.9	-30.6	734.4	-899.3	338.4	
741.3	650.1	413.3	-94.7	250.5	-185.1	686	-241.5	
478.9	-593.7	517.7	-395	-370	913.9	187.6	-859	
714.5	865.6	834.8	-394.2	-251.8	-201.7	308.1	342.2	
301.4	-695.7	261.9	723	-453.1	-518.3	108.5	549.9	
-347.6	-117.4	699.2	368.1	389.7	-237.9	18.6	409.3	
-892.5	677.2	-158.7	-979.3	773.7	-359	-922.3	-2.4	
-930.1	781.4	-125.6	164.1	289.8	-443.2	-2	-455.4	
-695.8	427.1	-449.9	-941.1	-161.3	-609	-255.8	448.2	
-214.6	-878.3	887.8	-287.4	-234.1	-126.5	-723.3	753.2	
-90.6	968.3	-685.2	821.4	482.2	-860.7	-551.3	349.6	
-438.1	646.3	639.5	-872.9	590.1	-173.5	-159.1	-338.9	
-87	467.6	558	-160.1	533.9	469.4	950.5	955.1	
-920	626.2	536.1	71.6	-944.2	-925.7	333.6	-763.6	
702	323.8	201.1	533.2	-578	-183.1	681.9	-197.4	
255.6	621.9	290.7	944.1	-446.7	-21	325.9	-564.1	
899.3	827.6	-865.4	-741.8	200.4	-916.7	-834.9	-655.3	
300.7	351.8	383.3	250.3	-414.4	-841.5	-344.7	157.6	
-24.8	-744.7	-156.6	897	968.7	327.3	-764.1	-465.9	
-941.7	166.4	771.5	933.7	-128.6	-812.7	-305.5	366.6	
215.5	-481.3	704.3	425	-104	-666.4	-933.6	999.7	
968.5	-696.1	872.8	782.6	192.7	788.8	-536.5	-659.4	
-504.5	407.2	375.7	47.3	833.7	13.7	497.7	211.4	
-450.3	-971.3	-151.9	-649	838.2	610.4	598.2	-733.4	
13.3	-885.7	560.9	-227.7	233.7	559.2	-817.8	572.4	
-577.3	424.8	-916.8	43.2	512.1	-772.6	-867.4	-854.6	
-15.9	-491.2	70.4	124.6	-287.9	-884.6	312.2	865	
-785.5	-249.8	-777.8	277.9	470.1	-789.1	19.9	-816.5	
16.5	267.9	-781.3	678.5	550.9	537.3	26.8	186.3	
-286.2	-548.8	734.6	546.2	-206.3	917.4	775.7	-219.8	
29.3	-283.9	620.1	653.7	718.9	-616.5	-244.4	27.5	
271.4	-54.6	766.9	827.5	-121.5	-272	-456	-993.5	
656.5	-164.6	13.4	204.1	-277.3	292.6	441	-336.8	
473.2	707.3	-621	-117.4	-672.3	266.1	-879.6	470.3	
-69	522.9	-544.3	256	65	473.6	-531.1	-306.8	
318.2	-818.3	-47.6	397.9	224.5	-745.6	-646.2	928.8	
-688.5	702.6	827.8	-122.1	164.8	-638.2	-52.2	82.2	
926.8	175.4	-605.9	723.1	-496.5	-724.7	345.1	-954.1	
460.7	786	-258.1	-272.4	579.2	-63.7	89.5	-325.2	
717.9	463.5	530.6	-107.8	341	-66	-109	482.4	
-9.2	75.3	-967.5	-540.5	900.8	829.2	-619.9	-244.1	
761.5	862.1	14.6	-14.8	-282	908.8	-640.1	305.3	
-130.5	702.3	127.4	373.9	252.1	108.4	367.3	242.5	
-66.1	-816.8	681.8	-892	-579.2	-2.7	-936.2	-644.8	
969.1	-291.4	602.4	-494	-621.2	-622.1	196.1	-571.7	
112.1	494.5	340.1	772.2	179.3	376.8	624.6	636.8	
-440.1	-493	674	577.6	-709.4	-538.6	492.8	249.8	
-945.5	-407.2	-292.7	-814.8	-719.6	-87.6	824.1	318.3	
-231	-563	431	799.4	552.1	322.9	477.2	-682.8	
902	-234.8	46.8	212.5	198.3	-210.1	199.9	-235.4	
51.7	329.8	-747.6	-852.3	395.8	111.6	62.4	-393.7	
-630.4	-516.8	-90.5	342.3	-760.7	-754.8	-309.7	-951.8	
-72.8	230.2	-106.6	-729.4	-338.4	-631.1	690.4	347.2	
-315.2	98.9	847.8	-178.8	-939.3	620.2	334.9	-619.8	
935.9	-895.2	613.9	487.1	-262.3	83.4	-133.7	-482.7	
683.1	830.2	707.1	-213.9	610.9	976.8	-706.8	56	
589.3	-16.7	803.2	-728.1	-702.2	-404	-32.5	935.6	
-347.4	-835.1	626.7	365.3	-520	753	-438	-836.6	
246	-360.6	-129.8	-128.5	91.7	-841.1	555.3	245	
-203.1	-98.3	-981.1	291.5	-498.9	814	-199.4	728.1	
-721.6	-344.3	974.9	-676.7	963.3	817.4	-141	829	
-452.6	-759.5	-128.8	392.7	827.3	563.6	-356.1	780.8	
-399.5	881.9	171.7	775.8	613.5	327.2	309.8	322.5	
-848.7	-448	-881.1	-856.8	-674.8	89.5	330.6	988.2	
633.6	472.9	-704.9	-298	976.5	682.5	-937.8	341.4	
-564.5	42.5	-113.1	341.5	-486.7	820.4	337.1	247.8	
531.1	-294.5	-700.5	741.9	924.7	392.7	-643	730.6	
109.4	625.3	450.3	-250.3	877.5	594	837.8	-876.5	
-331.3	217.9	878.5	812.3	-977.7	377.3	859.1	589.4	
-475.3	-533.2	752.7	419.5	176.8	47.6	-437.1	412.7	
-923.8	628.3	-852.3	281.3	195.1	-371.9	-3.5	993.2	
602.3	35.4	738.2	-498.9	-702.7	-593.9	735.7	-863.9	
-244.2	-634.1	103.8	-490.9	505.5	574.7	-919.1	-970.4	
974.4	-753.5	217.1	-683.5	584.2	-641.2	873	-796.3	
464	-670.9	-393.7	-161.3	671.3	-959.8	-587.5	598	
206	53.1	-795.3	-434.7	178.4	-921.6	-602.5	-347.9	
928.5	585.3	421.1	144.2	-474.7	485.2	6.2	-435.6	
222.4	68.3	-56.7	855.9	192.2	-75	-632.6	-551.3	
-964.5	-258.7	906.2	228.4	-515.1	-945	-170.4	77.3	
-421.7	-135.5	-763.2	-510.3	588.3	-612.3	164.3	995.4	
811	611.8	-586.4	-586.8	-769.6	918	-369.4	-50	
648.8	-59.6	-925.8	-20.1	172	-413.9	-496.3	-918.1	
699.1	202	-654.6	-7.9	-867	-800.1	448.2	-209.5	
554.1	903.7	-258.1	420.4	485.7	-755.8	-193.3	-139.9	
-230.6	919.2	654.2	-478.1	189.6	383.6	-619	-681.3	
908.6	-977.6	151.9	234.3	-904.3	-786.3	276.7	741.2	
-854.3	324.2	-788.9	-670.2	674.1	3.4	532.3	293.9	
-500.7	761.9	-406.7	-316.3	-578.6	402.2	-150.8	-979.5	
-620.9	-864.7	-138	949.3	-599.1	483.7	-36.4	162.9	
-655	-726.4	-932.5	-264.1	-240.1	-469.2	789.5	808.7	
-349.2	68.9	-430	550.8	914.6	869	-60.8	345.1	
545.8	-312.9	-873.1	-985.5	-557.2	-994.3	192.7	0	
-55	549.4	931.9	-879	398.7	-562.1	409.7	-141.6	
855.3	30.7	980.5	-426.1	587.1	-190.8	-29	128.8	
-220.4	-37.5	-401	947.1	-125.9	408.4	-299	-934.8	
515.7	-278.1	283.4	-663.2	978.2	-400.2	-794	-25.6	
70.5	-77.1	-375.7	439.8	-394.1	-474.5	-332	617.4	
813.8	-155.4	243.3	439.1	-255	372.6	522.4	-754.7	
631.4	-990.5	-118.3	-64.1	310	450	48.7	580.9	
519.7	-533.1	-350.1	-239	-108.2	837.9	207.9	732.7	
200.5	-8.9	-960.5	348.6	-197.7	560.5	-754.8	697.5	
-189.7	-131.7	-912.3	534.3	429.6	-150.8	676	766.6	
110.3	-996.3	328.1	123.5	332	-989.5	-877.8	-476.7	
369.5	539.8	811	239.6	-256.8	-212.5	478	828.2	
-7	345.6	-187.5	-862.9	147.3	680	976	-154.5	
125.4	-844	-914.2	528.7	-290.9	-74.1	552.2	-504.3	
780.6	-804.1	-826.4	759.8	857	557.1	-482.6	-847.7	
-895.7	482.3	934.4	430.7	-574.4	844.8	547.5	72.5	
-196.6	583.2	698.4	-725.1	-213.1	-220.8	-774.3	-60.1	
-5	-2	-540.2	670.8	407.6	-538.1	-66.2	-367.7	
373.6	850.3	444.1	508.5	-991.8	-570.5	-878	46.5	
552.3	217.9	874.9	-246.7	647	-325.4	-839.2	518.3	
-746.4	-610.2	-289.7	545.1	-727.7	-50.4	-701.6	433.8	
373.3	-579.4	995.3	-586.7	-795.8	667.8	987.2	774.2	
988.6	-765.5	-209.7	-184.7	702.8	-781	563.4	538.6	
-420.8	-907.3	-588.8	242.6	129.9	560.8	177.5	-201.6	
-583.2	-986.9	97.4	805.8	303.9	-748	-535.4	-953.1	
40.1	482.7	740.3	482.9	86.9	622	321.8	-431	
-380.9	836.6	-440.5	-201	917	846.5	-983.2	320.4	
956.2	454	-150.6	477	522.1	-330.5	-821.7	-798	
875.8	795.9	325.9	-730.5	797.7	-518.6	976.3	-291.8	
-285.8	-846.1	430.3	344.6	744.6	-694.9	-987	-16	
-279.7	-785	184.8	-602.1	-931.7	391	-257.8	-590.8	
-411.7	-490	966.2	973	746.8	-208.8	967.4	90.4	
-288.8	450.2	-351	-113.7	339.1	577.1	143	-903.3	
624	-340.7	752.4	529.2	-955.3	-540.5	-387.4	886.2	
-361.9	-481.5	-208.7	895.2	575.6	-338.6	-418.3	-359.4	
-413.5	245.4	429.1	-820.9	191.4	235.5	559.2	-978.7	
434	161.7	343.6	694.3	89.1	-803.8	-887.7	121.9	
357.7	-380.4	-230.4	-116.5	572.9	255.8	480.4	-882.5	
729.9	667.2	71	-0.6	-132.7	783.2	923.4	325	
472	-711.2	111.7	-841	761.4	794.3	809.4	-772.5	
547.1	870.3	-394.6	252.9	324	-758.4	410.2	-668	
-324.9	874.8	161.5	0	-62	-313.8	-842	270.5	
137.7	148.3	787.4	-154.4	-768.1	-34.1	378.5	176.9	
292.2	972.7	-426.1	-254.3	-718.1	83.2	-931.5	-400.4	
826.4	-358.3	517.9	869.7	844.7	848.7	-14.6	-798.8	
296.8	19.9	666.5	356	-731.8	278.7	-330.2	805.9	
403.4	570.6	-571	-86.1	751.7	740.5	117.3	-828.5	
-951.2	455.4	510.2	-467.8	797.4	-967.1	-457.7	-736.2	
-458.5	-737	-717.8	75.9	812.5	-759.1	252.8	237.3	
-516.3	-124.8	4	-479.4	285.6	277.6	774.1	-844.9	
71.8	36.7	-719	-494.6	990.7	182.4	452.5	-330.8	
-931.6	633.8	643.3	-835.8	64.2	-870.8	-920.3	803.7	
257.2	543.8	-628	-543.7	676.5	704.8	272.8	-370.8	
386.9	-88.3	512.1	-635.6	442.7	16	690	510.5	
-987.4	-854.8	-110.6	-522.9	-822.7	51.1	-912.2	401.3	
549.9	-635.4	98.3	-394.8	110.5	-88	-431	925.2	
-444.8	589.3	272.5	191.8	-685.1	215.2	532.5	737	
611.6	46.4	-314	329.1	109.1	268.7	370.3	-48.7	
-561.9	642.7	-121.6	-732.8	487.6	450.2	226.8	716.7	
-128.6	-472.9	-189	-551.9	905.3	372.6	645.4	-155.5	
-621	-391.2	849.5	-712.4	815.7	-292.6	-481	224.7	
3.3	17.4	844.4	-753.8	667.4	-930.2	199.4	303.2	
839.8	653.6	599.2	773.7	606.9	752.2	144.1	330.5	
663.4	583.5	91.5	-269.9	-191.2	68.3	567	-451	
841	755.4	-633.5	-92.9	647.8	-892.9	-287.7	105	
901.1	986	-603.1	921	-707.1	-751	-3.2	-141.9	
307	-367.9	217.9	-700.2	-876.4	-557.1	-634.8	281.6	
-31.9	-29.4	-620.1	813.3	-480.2	-540.5	-667	16.9	
342.5	-100.6	-291.3	-56.4	-418.4	-581.2	682.6	-129.8	
481.5	-429.3	953.9	-264.5	621.1	377.7	997.1	594.1	
-869.5	720.6	883.1	163.3	-230.7	882.3	944.3	-251.5	
-895.5	344.6	330.4	-329.5	-205.7	434.5	-600.6	-947.4	
705.5	-104.3	45	-212.5	919.8	569.1	-34.3	16.3	
848.4	-453.9	58	-154.5	994.8	-267	-344.9	672.8	
-168.6	-162.4	810.4	-100.5	183.5	-650.1	-33.5	954.6	
230.3	-920.6	-628.3	-498.9	718.7	-934.2	193.9	791.4	
512.1	2.5	797.5	912.4	-970.3	922.1	74.4	-96.5	
345.1	-698	661.9	-132.6	775.1	854	438.6	-859.2	
-840	463.8	106.3	-551.2	625	-33.2	728.1	-44.4	
-949.5	141.1	-756	-291.4	-179.3	-824.1	-732.3	-635.6	
-54.8	-431.9	330.8	-483.2	658.8	503.6	-240.7	-164.8	
230.5	-854.6	-352.2	-607.1	361.1	619.9	-522.3	-59.6	
-775.6	427.6	-127.1	-209.1	-104.1	-708.9	558.6	-341.3	
-130.3	205.1	-7.6	-575.1	-477.3	306	563.9	-151.8	
376.9	-156	-245.6	55.1	672.9	-500.8	-449.1	205.3	
-787	181	983.6	89.1	952.2	245.9	-758.9	853.3	
617.7	-597.4	635.3	611.8	-893.1	-42.4	89.4	70.7	
-364.2	-120.3	422.3	456.7	-109.3	-724.1	-235.4	977.3	
711.9	-185.8	489.8	884	59.7	212.4	615	-874.5	
14.4	48.8	231.6	-984.7	-625.9	935.6	236	621.7	
-272.7	-384.7	968.8	-879	240.7	483	-853.3	119.8	
524.7	-899.6	770.5	745.9	-573	209	697.4	-985.3	
-525.4	459.5	-116.2	-77.2	663.6	224.6	247.7	832.7	
744.9	-171.9	-981.3	-723.7	993.1	755.6	-837.2	-167.5	
279.6	-798.6	695.2	-37.3	990.5	-457	618.1	865.4	
771	-642.5	-781.5	597.6	459.9	37.3	970.7	737.9	
246.4	582.2	-507.7	483.6	-373.5	-346.5	-158.7	742.4	
396.1	571.2	636.5	523.6	607.1	-325.3	0.8	771.6	
20.1	305.5	247.4	-706.7	-889	491.9	-383.7	727.9	
-401.9	629.7	69.8	222.6	773.7	-438.5	-793.5	541.8	
-304.2	776.1	415.6	-338.6	-875.3	-388.1	-795.2	132.1	
621.3	553	401.7	-675.9	-110.5	417.2	248.1	-914.5	
738.6	677	533.8	877.4	59.5	926.9	-275.4	759	
877.2	671.1	-535.1	225.2	978	-843.3	-111.3	989.4	
592.5	727.2	-806.8	-885.8	473.6	187.4	123.2	-719.9	
508.3	-678.4	-880.7	17.2	-377.1	330.3	910.2	-792	
-922.1	531.8	-16.3	-512.6	-17	-882.6	-90.9	-444.4	
444.3	-632.1	-280	-223.1	-91.2	588.9	-311.5	338.5	
-88.3	132.1	690.7	818.7	-655.5	416.5	403.6	863.2	
-991.5	532.3	-151.1	389.3	-127.9	-100.2	-737.9	772.2	
-477.2	788	766.8	-683.4	-709.2	-687	-167.7	-890.3	
-857.8	679.5	918.9	-131.7	902.3	-536.5	570.7	597.3	
-634.6	-540.6	-752.6	-966.6	283.7	-698.2	-735.5	930.8	
588.4	830.1	934.4	-288.3	317.3	297.5	-806.6	730.1	
120.3	166.8	-390.1	-567	127.4	-686	-960.3	-209.9	
655.1	-529.6	70.6	945.4	486.5	592.6	941.2	-640.5	
-306.2	482.5	33.5	798.6	104.5	312	442.4	-433.4	
987.5	376.8	-434.3	-171.6	939.6	725.2	891.5	628.7	
171.9	-257	467.7	110.7	470.4	-718.2	865.1	-916.5	
147.6	-594.1	687.6	906.8	580.7	304.6	-539.1	116.4	
481.5	580.4	443.5	256.7	-533	818.5	-962.2	307.4	
257.5	999.7	475.9	817.4	-237.7	996.7	681.2	-841.4	
956.3	167.9	809.2	-982.3	-995.9	809	244.1	88.9	
890.4	860.2	-958.9	-4.6	-497.4	410.6	-21.6	-779.5	
544.3	696.4	-486.5	-756.5	279.2	194.6	480.3	198.6	
-926.5	439	-909.8	-292.5	-360.2	-265.9	226.7	-895.9	
-786.5	722.5	650.9	127.9	826.8	754.3	-958	-185.9	
786.5	-140.8	-975.2	228.7	-415	27.4	860	-77.4	
970.6	433.4	-854.8	39.5	275	-365	817	990.9	
536.9	-880.5	-785	900.9	-371.5	716.2	-726.4	-564.1	
-630.8	712.6	-62.2	-630.7	-777.6	841.9	-490.6	-729	
518	-441.9	-808.6	-689.7	198.5	556.9	988.1	700.3	
-305.2	-909.7	-848.9	341.7	625.6	503.1	-109.2	271.9	
831.7	-438.6	313.1	908.3	901.9	448.3	100.8	-806.9	
-593	-398.8	117.4	-837.7	521.8	907	-493.1	-593.3	
-597.2	795.9	646.3	-184.4	-864	-288.9	-567.2	-410.4	
-275.5	954.6	-710.3	-804.7	712.4	118.5	-351.6	-682.8	
14.6	-147.2	-197.4	-379.1	828.2	704.4	-595.4	29.5	
-855.3	-675.6	818.2	894.6	-531.6	517.9	-367	622.2	
-948.9	-854.5	-49.9	876.3	103.6	455	-399.3	127.7	
-866.1	587.5	-131.2	-78.4	-675.6	405.3	191.1	-533.8	
